YEAR,MONTH,DAY,HOUR,PM25
2018,08,03,07,10.2
2018,08,03,08,8.9
2018,08,03,09,6.7
2018,08,03,10,6.5
2018,08,03,11,8.4
2018,08,03,12,9.9
2018,08,03,13,11.7
2018,08,03,14,23.7
2018,08,03,15,9.9
2018,08,03,16,10.6
2018,08,03,17,12.1
2018,08,03,18,8.0
2018,08,03,19,-0.2
2018,08,03,20,-3.4
2018,08,03,21,-0.4
2018,08,03,22,1.6
2018,08,03,23,-0.4
2018,08,04,00,1.3
2018,08,04,01,2.5
2018,08,04,02,-0.1
2018,08,04,03,-1.7
2018,08,04,04,-1.6
2018,08,04,05,1.7
2018,08,04,06,1.5
2018,08,04,07,0.9
2018,08,04,08,3.3
2018,08,04,09,5.7
2018,08,04,10,7.7
2018,08,04,11,8.5
2018,08,04,12,6.5
2018,08,04,13,1.6
2018,08,04,14,0.4
2018,08,04,15,3.5
2018,08,04,16,6.0
2018,08,04,17,2.8
2018,08,04,18,0.8
2018,08,04,19,-0.5
2018,08,04,20,1.9
2018,08,04,21,3.9
2018,08,04,22,1.5
2018,08,04,23,1.7
2018,08,05,00,2.2
2018,08,05,01,1.6
2018,08,05,02,2.0
2018,08,05,03,1.4
2018,08,05,04,1.4
2018,08,05,05,2.1
2018,08,05,06,2.7
2018,08,05,07,6.2
2018,08,05,08,6.9
2018,08,05,09,6.3
2018,08,05,10,4.7
2018,08,05,11,5.4
2018,08,05,12,2.8
2018,08,05,13,0.1
2018,08,05,14,1.4
2018,08,05,15,2.5
2018,08,05,16,0.2
2018,08,05,17,-1.7
2018,08,05,18,1.3
2018,08,05,19,2.4
2018,08,05,20,1.4
2018,08,05,21,-0.2
2018,08,05,22,0.4
2018,08,05,23,3.6
2018,08,06,00,2.5
2018,08,06,01,0.2
2018,08,06,02,1.8
2018,08,06,03,2.0
2018,08,06,04,2.2
2018,08,06,05,3.8
2018,08,06,06,3.0
2018,08,06,07,3.7
2018,08,06,08,17.2
2018,08,06,09,7.7
2018,08,06,10,9.6
2018,08,06,11,9.7
2018,08,06,12,10.9
2018,08,06,13,9.7
2018,08,06,14,7.7
2018,08,06,15,6.0
2018,08,06,16,3.9
2018,08,06,17,8.7
2018,08,06,18,9.5
2018,08,06,19,8.0
2018,08,06,20,8.3
2018,08,06,21,9.9
2018,08,06,22,9.6
2018,08,06,23,6.6
2018,08,07,00,9.6
2018,08,07,01,11.3
2018,08,07,02,10.3
2018,08,07,03,10.1
2018,08,07,04,12.1
2018,08,07,05,16.2
2018,08,07,06,14.8
2018,08,07,07,10.7
2018,08,07,08,17.5
2018,08,07,09,19.6
2018,08,07,10,15.1
2018,08,07,11,18.0
2018,08,07,12,16.9
2018,08,07,13,16.9
2018,08,07,14,12.3
2018,08,07,16,8.4
2018,08,07,17,16.1
2018,08,07,18,14.2
2018,08,07,19,10.9
2018,08,07,20,23.1
2018,08,07,21,20.8
2018,08,07,22,14.7
2018,08,07,23,9.2
2018,08,08,00,5.0
2018,08,08,01,7.9
2018,08,08,02,8.7
2018,08,08,03,11.7
2018,08,08,04,13.4
2018,08,08,05,16.1
2018,08,08,06,6.7
2018,08,08,07,7.6
2018,08,08,08,6.7
2018,08,08,09,5.3
2018,08,08,10,8.8
2018,08,08,11,8.1
2018,08,08,12,4.5
2018,08,08,13,7.5
2018,08,08,14,5.5
2018,08,08,15,0.2
2018,08,08,16,2.8
2018,08,08,17,5.5
2018,08,08,18,5.0
2018,08,08,19,3.8
2018,08,08,20,2.4
2018,08,08,21,1.7
2018,08,08,22,-0.4
2018,08,08,23,2.1
2018,08,09,00,4.1
2018,08,09,01,2.2
2018,08,09,02,4.1
2018,08,09,03,6.7
2018,08,09,04,5.6
2018,08,09,05,6.1
2018,08,09,06,9.1
2018,08,09,07,11.3
2018,08,09,08,13.1
2018,08,09,09,10.2
2018,08,09,10,5.9
2018,08,09,11,4.8
2018,08,09,12,4.3
2018,08,09,13,4.4
2018,08,09,14,3.7
2018,08,09,15,1.8
2018,08,09,16,4.3
2018,08,09,17,5.5
2018,08,09,18,4.3
2018,08,09,19,3.5
2018,08,09,20,1.1
2018,08,09,21,2.2
2018,08,09,22,1.2
2018,08,09,23,-1.3
2018,08,10,00,2.3
2018,08,10,01,4.5
2018,08,10,02,3.7
2018,08,10,03,3.9
2018,08,10,04,5.4
2018,08,10,05,6.2
2018,08,10,06,7.7
2018,08,10,07,10.6
2018,08,10,08,8.5
2018,08,10,09,3.3
2018,08,10,10,3.0
2018,08,10,11,3.4
2018,08,10,12,3.2
2018,08,10,13,2.9
2018,08,10,14,4.5
2018,08,10,15,4.2
2018,08,10,16,2.8
2018,08,10,17,3.2
2018,08,10,18,4.3
2018,08,10,19,8.5
2018,08,10,20,10.1
2018,08,10,21,8.3
2018,08,10,22,6.2
2018,08,10,23,4.1
2018,08,11,00,1.5
2018,08,11,01,0.1
2018,08,11,02,0.3
2018,08,11,03,0.7
2018,08,11,04,0.8
2018,08,11,05,1.5
2018,08,11,06,4.2
2018,08,11,07,3.3
2018,08,11,08,-0.4
2018,08,11,09,1.9
2018,08,11,10,5.0
2018,08,11,11,4.7
2018,08,11,12,3.6
2018,08,11,13,2.1
2018,08,11,14,2.0
2018,08,11,15,0.7
2018,08,11,16,2.8
2018,08,11,17,4.8
2018,08,11,18,3.4
2018,08,11,19,6.1
2018,08,11,20,7.8
2018,08,11,21,8.8
2018,08,11,22,4.6
2018,08,11,23,1.8
2018,08,12,00,2.9
2018,08,12,01,4.4
2018,08,12,02,6.8
2018,08,12,03,6.8
2018,08,12,04,9.5
2018,08,12,05,10.4
2018,08,12,06,8.2
2018,08,12,07,6.4
2018,08,12,08,4.3
2018,08,12,09,5.1
2018,08,12,10,6.6
2018,08,12,11,4.1
2018,08,12,12,1.8
2018,08,12,13,2.1
2018,08,12,14,3.4
2018,08,12,15,4.4
2018,08,12,16,4.7
2018,08,12,17,3.2
2018,08,12,18,1.6
2018,08,12,19,3.3
2018,08,12,20,4.2
2018,08,12,21,1.8
2018,08,12,22,1.1
2018,08,12,23,1.8
2018,08,13,00,1.3
2018,08,13,01,-0.2
2018,08,13,02,-0.1
2018,08,13,03,2.7
2018,08,13,04,5.5
2018,08,13,05,6.1
2018,08,13,06,6.0
2018,08,13,07,7.5
2018,08,13,08,6.9
2018,08,13,09,4.6
2018,08,13,10,4.8
2018,08,13,11,4.7
2018,08,13,12,1.5
2018,08,13,13,2.6
2018,08,13,14,2.5
2018,08,13,15,0.2
2018,08,13,16,1.4
2018,08,13,17,2.6
2018,08,13,18,4.6
2018,08,13,19,5.4
2018,08,13,20,4.3
2018,08,13,21,0.7
2018,08,13,22,1.3
2018,08,13,23,5.7
2018,08,14,00,3.9
2018,08,14,01,2.4
2018,08,14,02,2.9
2018,08,14,03,0.1
2018,08,14,04,-3.6
2018,08,14,05,0.3
2018,08,14,06,2.1
2018,08,14,07,-2.3
2018,08,14,08,-0.3
2018,08,14,09,-0.1
2018,08,14,10,1.4
2018,08,14,11,4.2
2018,08,14,12,1.9
2018,08,14,13,-0.6
2018,08,14,14,1.1
2018,08,14,15,4.5
2018,08,14,16,4.6
2018,08,14,17,3.6
2018,08,14,18,-0.3
2018,08,14,19,-0.3
2018,08,14,20,0.1
2018,08,14,21,0.2
2018,08,14,22,4.4
2018,08,14,23,5.7
2018,08,15,00,6.8
2018,08,15,01,4.4
2018,08,15,02,3.7
2018,08,15,03,6.7
2018,08,15,04,6.5
2018,08,15,05,6.7
2018,08,15,06,7.4
2018,08,15,07,7.6
2018,08,15,08,6.3
2018,08,15,09,5.6
2018,08,15,10,4.3
2018,08,15,11,4.0
2018,08,15,12,7.6
2018,08,15,13,7.4
2018,08,15,14,4.8
2018,08,15,15,7.0
2018,08,15,16,9.8
2018,08,15,17,11.7
2018,08,15,18,10.8
2018,08,15,19,7.4
2018,08,15,20,3.9
2018,08,15,21,2.0
2018,08,15,22,2.5
2018,08,15,23,4.2
2018,08,16,00,5.1
2018,08,16,01,3.8
2018,08,16,02,2.5
2018,08,16,03,3.5
2018,08,16,04,4.8
2018,08,16,05,3.4
2018,08,16,06,4.3
2018,08,16,07,2.1
2018,08,16,08,0.0
2018,08,16,09,2.0
2018,08,16,10,8.5
2018,08,16,11,10.4
2018,08,16,12,6.5
2018,08,16,13,4.4
2018,08,16,14,1.7
2018,08,16,15,2.7
2018,08,16,16,-0.7
2018,08,16,17,-5.1
2018,08,16,18,-4.1
2018,08,16,19,-2.4
2018,08,16,20,3.3
2018,08,16,21,5.7
2018,08,16,22,4.8
2018,08,16,23,6.5
2018,08,17,00,4.3
2018,08,17,01,1.5
2018,08,17,02,2.9
2018,08,17,03,5.1
2018,08,17,04,6.0
2018,08,17,05,5.3
2018,08,17,06,2.3
2018,08,17,07,3.3
2018,08,17,08,6.9
2018,08,17,09,5.3
2018,08,17,10,3.5
2018,08,17,11,3.4
2018,08,17,12,2.3
2018,08,17,13,3.4
2018,08,17,14,4.8
2018,08,17,15,4.6
2018,08,17,16,1.6
2018,08,17,17,-2.3
2018,08,17,18,0.2
2018,08,17,19,4.6
2018,08,17,20,4.0
2018,08,17,21,1.8
2018,08,17,22,2.3
2018,08,17,23,3.3
2018,08,18,00,6.2
2018,08,18,01,6.7
2018,08,18,02,5.7
2018,08,18,03,5.6
2018,08,18,04,4.8
2018,08,18,05,5.6
2018,08,18,06,6.6
2018,08,18,07,7.5
2018,08,18,08,4.2
2018,08,18,09,1.6
2018,08,18,10,2.0
2018,08,18,11,0.6
2018,08,18,12,-0.2
2018,08,18,13,1.9
2018,08,18,14,2.4
2018,08,18,15,0.4
2018,08,18,16,4.3
2018,08,18,17,7.9
2018,08,18,18,6.0
2018,08,18,19,2.1
2018,08,18,20,3.9
2018,08,18,21,5.7
2018,08,18,22,3.5
2018,08,18,23,5.3
2018,08,19,00,6.5
2018,08,19,01,3.8
2018,08,19,02,2.7
2018,08,19,03,4.4
2018,08,19,04,5.1
2018,08,19,05,4.9
2018,08,19,06,6.5
2018,08,19,07,9.2
2018,08,19,08,8.5
2018,08,19,09,4.1
2018,08,19,10,0.8
2018,08,19,11,2.1
2018,08,19,12,5.0
2018,08,19,13,6.8
2018,08,19,14,6.6
2018,08,19,15,8.0
2018,08,19,16,6.8
2018,08,19,17,4.8
2018,08,19,18,2.2
2018,08,19,19,1.2
2018,08,19,20,-0.2
2018,08,19,21,-3.3
2018,08,19,22,-1.3
2018,08,19,23,2.1
2018,08,20,00,2.7
2018,08,20,01,2.1
2018,08,20,02,2.6
2018,08,20,03,3.6
2018,08,20,04,3.2
2018,08,20,05,0.5
2018,08,20,06,-1.4
2018,08,20,07,-0.4
2018,08,20,08,2.6
2018,08,20,09,1.6
2018,08,20,10,-1.4
2018,08,20,11,-3.0
2018,08,20,12,-2.3
2018,08,20,13,0.2
2018,08,20,14,-0.3
2018,08,20,15,-1.3
2018,08,20,16,-0.5
2018,08,20,17,1.2
2018,08,20,18,0.4
2018,08,20,19,-1.4
2018,08,20,20,-1.5
2018,08,20,21,-0.2
2018,08,20,22,-0.3
2018,08,20,23,-1.2
2018,08,21,00,1.7
2018,08,21,01,3.4
2018,08,21,02,5.1
2018,08,21,03,4.3
2018,08,21,04,0.3
2018,08,21,05,3.7
2018,08,21,06,8.2
2018,08,21,07,5.0
2018,08,21,08,6.1
2018,08,21,09,8.8
2018,08,21,10,9.3
2018,08,21,11,11.4
2018,08,21,12,18.6
2018,08,21,13,21.1
2018,08,21,14,18.3
2018,08,21,15,10.9
2018,08,21,16,10.3
2018,08,21,17,8.3
2018,08,21,18,5.4
2018,08,21,19,4.7
2018,08,21,20,6.9
2018,08,21,21,12.0
2018,08,21,22,13.1
2018,08,21,23,10.9
2018,08,22,00,10.8
2018,08,22,01,9.9
2018,08,22,02,7.9
2018,08,22,03,2.8
2018,08,22,04,0.2
2018,08,22,05,3.4
2018,08,22,06,4.7
2018,08,22,07,7.2
2018,08,22,08,7.6
2018,08,22,09,6.8
2018,08,22,10,5.3
2018,08,22,11,1.9
2018,08,22,12,6.5
2018,08,22,13,9.7
2018,08,22,14,5.5
2018,08,22,15,5.0
2018,08,22,16,6.6
2018,08,22,17,4.6
2018,08,22,18,8.3
2018,08,22,19,12.7
2018,08,22,20,7.9
2018,08,22,21,4.0
2018,08,22,22,3.9
2018,08,22,23,5.6
2018,08,23,00,6.7
2018,08,23,01,2.8
2018,08,23,02,1.8
2018,08,23,03,5.1
2018,08,23,04,5.1
2018,08,23,05,3.9
2018,08,23,06,6.3
2018,08,23,07,5.8
2018,08,23,08,7.8
2018,08,23,09,11.6
2018,08,23,10,12.4
2018,08,23,11,10.7
2018,08,23,12,16.3
2018,08,23,13,4.9
2018,08,23,14,5.3
2018,08,23,15,4.2
2018,08,23,16,3.5
2018,08,23,17,2.3
2018,08,23,18,-4.4
2018,08,23,19,-4.6
2018,08,23,20,-0.7
2018,08,23,21,1.1
2018,08,23,22,1.2
2018,08,23,23,1.9
2018,08,24,00,5.5
2018,08,24,01,6.9
2018,08,24,02,6.3
2018,08,24,03,2.5
2018,08,24,04,2.0
2018,08,24,05,1.3
2018,08,24,06,-0.8
2018,08,24,07,0.3
2018,08,24,08,1.3
2018,08,24,09,2.2
2018,08,24,10,3.3
2018,08,24,11,2.7
2018,08,24,12,1.4
2018,08,24,13,0.4
2018,08,24,14,0.8
2018,08,24,15,3.3
2018,08,24,16,2.5
2018,08,24,17,-0.5
2018,08,24,18,2.0
2018,08,24,19,5.0
2018,08,24,20,3.8
2018,08,24,21,2.7
2018,08,24,22,1.9
2018,08,24,23,0.0
2018,08,25,00,1.3
2018,08,25,01,4.1
2018,08,25,02,4.1
2018,08,25,03,2.4
2018,08,25,04,0.8
2018,08,25,05,1.3
2018,08,25,06,-0.6
2018,08,25,07,-1.1
2018,08,25,08,0.1
2018,08,25,09,3.0
2018,08,25,10,1.6
2018,08,25,11,-0.4
2018,08,25,12,0.6
2018,08,25,13,-0.7
2018,08,25,14,1.7
2018,08,25,15,0.9
2018,08,25,16,0.1
2018,08,25,17,2.3
2018,08,25,18,1.3
2018,08,25,19,-0.4
2018,08,25,20,0.8
2018,08,25,21,3.9
2018,08,25,22,4.8
2018,08,25,23,3.3
2018,08,26,00,3.4
2018,08,26,01,1.5
2018,08,26,02,0.2
2018,08,26,03,3.5
2018,08,26,04,4.2
2018,08,26,05,4.4
2018,08,26,06,2.3
2018,08,26,07,-1.2
2018,08,26,08,4.9
2018,08,26,09,6.8
2018,08,26,10,5.9
2018,08,26,11,5.8
2018,08,26,12,2.2
2018,08,26,13,3.2
2018,08,26,14,3.8
2018,08,26,15,3.5
2018,08,26,16,4.6
2018,08,26,17,4.2
2018,08,26,18,4.1
2018,08,26,19,5.1
2018,08,26,20,3.9
2018,08,26,21,1.6
2018,08,26,22,2.8
2018,08,26,23,2.7
2018,08,27,00,2.3
2018,08,27,01,5.5
2018,08,27,02,4.6
2018,08,27,03,4.2
2018,08,27,04,3.4
2018,08,27,05,4.0
2018,08,27,06,5.6
2018,08,27,07,3.3
2018,08,27,08,2.4
2018,08,27,09,3.4
2018,08,27,10,2.5
2018,08,27,11,2.8
2018,08,27,12,5.8
2018,08,27,13,7.0
2018,08,27,14,5.3
2018,08,27,15,4.4
2018,08,27,16,3.5
2018,08,27,17,3.8
2018,08,27,18,6.2
2018,08,27,19,6.4
2018,08,27,20,5.1
2018,08,27,21,2.2
2018,08,27,22,2.0
2018,08,27,23,3.4
2018,08,28,00,2.0
2018,08,28,01,2.9
2018,08,28,02,5.5
2018,08,28,03,3.8
2018,08,28,04,2.2
2018,08,28,05,2.7
2018,08,28,06,3.3
2018,08,28,07,3.4
2018,08,28,08,3.8
2018,08,28,09,4.9
2018,08,28,10,6.9
2018,08,28,11,6.9
2018,08,28,12,8.2
2018,08,28,13,10.9
2018,08,28,14,10.9
2018,08,28,15,8.8
2018,08,28,16,7.4
2018,08,28,17,9.1
2018,08,28,18,8.5
2018,08,28,19,7.2
2018,08,28,20,4.9
2018,08,28,21,7.5
2018,08,28,22,12.7
2018,08,28,23,19.2
2018,08,29,00,6.5
2018,08,29,01,9.6
2018,08,29,02,11.7
2018,08,29,03,13.3
2018,08,29,04,14.1
2018,08,29,05,22.6
2018,08,29,06,24.6
2018,08,29,07,26.9
2018,08,29,08,37.9
2018,08,29,09,25.4
2018,08,29,10,18.6
2018,08,29,11,14.4
2018,08,29,12,13.3
2018,08,29,13,13.3
2018,08,29,14,13.3
2018,08,29,15,8.5
2018,08,29,16,6.5
2018,08,29,17,5.5
2018,08,29,18,5.5
2018,08,29,19,9.5
2018,08,29,20,9.0
2018,08,29,21,5.1
2018,08,29,22,1.4
2018,08,29,23,4.8
2018,08,30,00,7.8
2018,08,30,01,3.9
2018,08,30,02,4.2
2018,08,30,03,0.5
2018,08,30,04,-2.3
2018,08,30,05,1.8
2018,08,30,06,3.5
2018,08,30,07,3.0
2018,08,30,08,5.5
2018,08,30,09,7.0
2018,08,30,10,1.3
2018,08,30,11,1.9
2018,08,30,12,7.7
2018,08,30,13,3.5
2018,08,30,14,3.7
2018,08,30,15,7.2
2018,08,30,16,2.2
2018,08,30,17,0.9
2018,08,30,18,2.2
2018,08,30,19,5.6
2018,08,30,20,6.1
2018,08,30,21,1.8
2018,08,30,22,1.6
2018,08,30,23,1.7
2018,09,01,00,3.2
2018,09,01,01,5.0
2018,09,01,02,5.8
2018,09,01,03,4.9
2018,09,01,04,7.2
2018,09,01,05,8.5
2018,09,01,06,6.0
2018,09,01,07,9.6
2018,09,01,08,18.7
2018,09,01,09,9.3
2018,09,01,10,9.1
2018,09,01,11,7.8
2018,09,01,12,7.6
2018,09,01,13,10.0
2018,09,01,14,10.4
2018,09,01,15,8.9
2018,09,01,16,8.9
2018,09,01,17,10.2
2018,09,01,18,7.6
2018,09,01,19,7.6
2018,09,01,20,5.9
2018,09,01,21,7.9
2018,09,01,22,8.7
2018,09,01,23,7.9
2018,09,02,00,5.7
2018,09,02,01,5.7
2018,09,02,02,9.0
2018,09,02,03,8.6
2018,09,02,04,7.2
2018,09,02,05,11.0
2018,09,02,06,12.8
2018,09,02,07,7.6
2018,09,02,08,6.8
2018,09,02,09,8.8
2018,09,02,10,4.7
2018,09,02,11,3.8
2018,09,02,12,8.8
2018,09,02,13,12.8
2018,09,02,14,9.9
2018,09,02,15,6.8
2018,09,02,16,10.2
2018,09,02,17,12.6
2018,09,02,18,10.9
2018,09,02,19,9.1
2018,09,02,20,6.2
2018,09,02,21,8.6
2018,09,02,22,9.9
2018,09,02,23,7.2
2018,09,03,00,6.6
2018,09,03,01,4.9
2018,09,03,02,3.7
2018,09,03,03,4.1
2018,09,03,04,10.4
2018,09,03,05,9.8
2018,09,03,06,3.8
2018,09,03,07,6.1
2018,09,03,08,8.8
2018,09,03,09,4.1
2018,09,03,10,-0.2
2018,09,03,11,-1.3
2018,09,03,12,1.3
2018,09,03,13,4.6
2018,09,03,14,5.1
2018,09,03,15,3.7
2018,09,03,16,-0.7
2018,09,03,17,-2.1
2018,09,03,18,4.8
2018,09,03,19,6.1
2018,09,03,20,3.3
2018,09,03,21,6.6
2018,09,03,22,6.6
2018,09,03,23,5.0
2018,09,04,00,8.8
2018,09,04,01,9.6
2018,09,04,02,7.1
2018,09,04,03,8.2
2018,09,04,04,10.0
2018,09,04,05,10.3
2018,09,04,06,12.0
2018,09,04,07,11.8
2018,09,04,08,8.6
2018,09,04,09,6.2
2018,09,04,10,7.1
2018,09,04,11,8.3
2018,09,04,12,7.0
2018,09,04,13,9.8
2018,09,04,14,9.6
2018,09,04,15,7.2
2018,09,04,16,5.7
2018,09,04,17,5.7
2018,09,04,18,8.9
2018,09,04,19,10.1
2018,09,04,20,8.0
2018,09,04,21,7.1
2018,09,04,22,4.7
2018,09,04,23,4.7
2018,09,05,00,5.9
2018,09,05,01,5.1
2018,09,05,02,7.6
2018,09,05,03,9.2
2018,09,05,04,10.7
2018,09,05,05,13.1
2018,09,05,06,15.5
2018,09,05,07,16.6
2018,09,05,08,12.6
2018,09,05,09,11.1
2018,09,05,10,8.4
2018,09,05,14,5.1
2018,09,05,15,5.8
2018,09,05,16,7.4
2018,09,05,17,9.5
2018,09,05,18,9.6
2018,09,05,19,8.6
2018,09,05,20,7.0
2018,09,05,21,5.5
2018,09,05,22,3.3
2018,09,05,23,5.4
2018,09,06,00,7.1
2018,09,06,01,6.4
2018,09,06,02,5.5
2018,09,06,03,4.4
2018,09,06,04,2.1
2018,09,06,05,3.0
2018,09,06,06,4.2
2018,09,06,07,-0.3
2018,09,06,08,1.7
2018,09,06,09,6.4
2018,09,06,11,2.8
2018,09,06,12,0.1
2018,09,06,13,-0.4
2018,09,06,14,-3.0
2018,09,06,15,-1.7
2018,09,06,16,0.9
2018,09,06,17,0.6
2018,09,06,18,1.2
2018,09,06,19,4.0
2018,09,06,20,6.3
2018,09,06,21,1.7
2018,09,06,22,1.1
2018,09,06,23,4.5
2018,09,07,00,5.0
2018,09,07,01,7.1
2018,09,07,02,12.2
2018,09,07,03,7.7
2018,09,07,04,-1.1
2018,09,07,05,1.4
2018,09,07,06,1.6
2018,09,07,07,0.0
2018,09,07,08,3.4
2018,09,07,09,2.0
2018,09,07,11,3.3
2018,09,07,12,5.4
2018,09,07,13,2.7
2018,09,07,14,0.1
2018,09,07,15,2.2
2018,09,07,16,4.2
2018,09,07,17,2.5
2018,09,07,18,2.9
2018,09,07,19,2.3
2018,09,07,20,4.7
2018,09,07,21,4.5
2018,09,07,22,2.2
2018,09,07,23,2.5
2018,09,08,00,2.2
2018,09,08,01,1.6
2018,09,08,02,-1.1
2018,09,08,03,0.1
2018,09,08,04,2.8
2018,09,08,05,3.3
2018,09,08,06,4.2
2018,09,08,07,6.3
2018,09,08,08,6.3
2018,09,08,09,4.5
2018,09,08,10,5.0
2018,09,08,11,4.3
2018,09,08,12,4.1
2018,09,08,13,0.6
2018,09,08,14,-0.9
2018,09,08,15,2.2
2018,09,08,16,2.0
2018,09,08,17,0.8
2018,09,08,18,4.2
2018,09,08,19,5.1
2018,09,08,20,4.5
2018,09,08,21,5.0
2018,09,08,22,8.4
2018,09,08,23,5.3
2018,09,09,00,-1.3
2018,09,09,01,0.7
2018,09,09,02,3.0
2018,09,09,03,2.1
2018,09,09,04,0.7
2018,09,09,05,1.8
2018,09,09,06,3.3
2018,09,09,07,1.5
2018,09,09,08,-1.3
2018,09,09,09,2.1
2018,09,09,10,3.5
2018,09,09,11,5.0
2018,09,09,12,6.5
2018,09,09,13,5.1
2018,09,09,14,7.0
2018,09,09,15,8.0
2018,09,09,16,8.2
2018,09,09,17,8.1
2018,09,09,18,6.3
2018,09,09,19,9.2
2018,09,09,20,8.2
2018,09,09,21,4.3
2018,09,09,22,5.5
2018,09,09,23,8.1
2018,09,10,00,9.9
2018,09,10,01,9.8
2018,09,10,02,9.0
2018,09,10,03,7.0
2018,09,10,04,2.7
2018,09,10,05,-2.8
2018,09,10,06,-1.9
2018,09,10,07,3.2
2018,09,10,08,4.8
2018,09,10,09,3.5
2018,09,10,10,3.3
2018,09,10,11,5.3
2018,09,10,12,4.2
2018,09,10,13,5.8
2018,09,10,14,6.7
2018,09,10,15,4.8
2018,09,10,16,4.8
2018,09,10,17,5.1
2018,09,10,18,5.4
2018,09,10,19,3.3
2018,09,10,20,3.2
2018,09,10,21,3.8
2018,09,10,22,4.0
2018,09,10,23,4.0
2018,09,11,00,6.3
2018,09,11,01,10.0
2018,09,11,02,9.5
2018,09,11,03,8.2
2018,09,11,04,7.4
2018,09,11,05,5.5
2018,09,11,06,3.9
2018,09,11,07,4.8
2018,09,11,08,7.4
2018,09,11,09,7.1
2018,09,11,10,5.0
2018,09,11,11,7.4
2018,09,11,12,10.5
2018,09,11,13,8.3
2018,09,11,14,5.7
2018,09,11,15,6.8
2018,09,11,16,7.8
2018,09,11,17,7.5
2018,09,11,18,5.7
2018,09,11,19,6.3
2018,09,11,20,6.0
2018,09,11,21,3.3
2018,09,11,22,1.6
2018,09,11,23,1.9
2018,09,12,00,3.4
2018,09,12,01,4.3
2018,09,12,02,1.4
2018,09,12,03,-0.7
2018,09,12,04,0.8
2018,09,12,05,2.0
2018,09,12,06,1.7
2018,09,12,07,0.0
2018,09,12,08,-0.2
2018,09,12,09,-1.9
2018,09,12,10,-2.7
2018,09,12,11,-2.5
2018,09,12,12,-4.4
2018,09,12,14,-2.7
2018,09,12,15,-2.5
2018,09,12,16,-3.5
2018,09,12,17,0.5
2018,09,12,18,-0.3
2018,09,12,19,-3.0
2018,09,12,20,-1.2
2018,09,12,21,4.7
2018,09,12,22,7.5
2018,09,12,23,4.2
2018,09,13,00,3.5
2018,09,13,01,6.3
2018,09,13,02,7.4
2018,09,13,03,3.9
2018,09,13,04,0.6
2018,09,13,05,2.9
2018,09,13,06,4.8
2018,09,13,07,4.8
2018,09,13,08,7.2
2018,09,13,09,8.6
2018,09,13,10,7.4
2018,09,13,11,7.8
2018,09,13,12,7.9
2018,09,13,13,6.9
2018,09,13,14,8.0
2018,09,13,15,5.9
2018,09,13,16,7.2
2018,09,13,17,10.0
2018,09,13,18,4.7
2018,09,13,19,2.7
2018,09,13,20,2.4
2018,09,13,21,-0.4
2018,09,13,22,3.6
2018,09,13,23,4.2
2018,09,14,00,5.4
2018,09,14,01,9.2
2018,09,14,02,9.2
2018,09,14,03,15.9
2018,09,14,04,10.9
2018,09,14,05,9.1
2018,09,14,06,9.1
2018,09,14,07,8.9
2018,09,14,08,5.3
2018,09,14,09,4.7
2018,09,14,10,6.2
2018,09,14,11,5.8
2018,09,14,12,7.7
2018,09,14,13,9.9
2018,09,14,14,8.0
2018,09,14,15,4.7
2018,09,14,16,4.2
2018,09,14,17,2.9
2018,09,14,18,-0.9
2018,09,14,19,1.8
2018,09,14,20,4.3
2018,09,14,21,3.5
2018,09,14,22,4.0
2018,09,14,23,2.9
2018,09,15,00,0.4
2018,09,15,01,0.6
2018,09,15,02,4.7
2018,09,15,03,3.9
2018,09,15,04,1.2
2018,09,15,05,0.5
2018,09,15,06,-2.9
2018,09,15,07,-2.7
2018,09,15,08,2.2
2018,09,15,09,2.9
2018,09,15,10,4.3
2018,09,15,11,3.6
2018,09,15,12,4.1
2018,09,15,13,5.1
2018,09,15,14,3.4
2018,09,15,15,4.1
2018,09,15,16,3.2
2018,09,15,17,4.8
2018,09,15,18,3.3
2018,09,15,19,0.3
2018,09,15,20,3.2
2018,09,15,21,5.6
2018,09,15,22,5.1
2018,09,15,23,2.9
2018,09,16,00,5.7
2018,09,16,01,9.9
2018,09,16,02,9.8
2018,09,16,03,7.6
2018,09,16,04,8.5
2018,09,16,05,18.8
2018,09,16,06,21.1
2018,09,16,07,9.7
2018,09,16,08,8.5
2018,09,16,09,6.4
2018,09,16,10,3.7
2018,09,16,11,3.3
2018,09,16,12,5.3
2018,09,16,13,5.5
2018,09,16,14,4.8
2018,09,16,15,1.6
2018,09,16,16,4.0
2018,09,16,17,8.2
2018,09,16,18,2.9
2018,09,16,19,3.0
2018,09,16,20,6.3
2018,09,16,21,6.1
2018,09,16,22,4.1
2018,09,16,23,4.9
2018,09,17,00,4.5
2018,09,17,01,4.1
2018,09,17,02,5.7
2018,09,17,03,4.0
2018,09,17,04,3.0
2018,09,17,05,1.8
2018,09,17,06,6.4
2018,09,17,07,10.7
2018,09,17,08,8.5
2018,09,17,09,7.5
2018,09,17,10,9.9
2018,09,17,11,24.4
2018,09,17,12,7.0
2018,09,17,13,6.0
2018,09,17,14,2.2
2018,09,17,15,4.4
2018,09,17,16,6.5
2018,09,17,17,4.0
2018,09,17,18,4.2
2018,09,17,19,2.6
2018,09,17,20,5.4
2018,09,17,21,18.2
2018,09,17,22,9.7
2018,09,17,23,8.8
2018,09,18,00,7.9
2018,09,18,01,7.7
