YEAR,MONTH,DAY,HOUR,O3
2018,08,04,03,36.9
2018,08,04,04,28.7
2018,08,04,05,30.7
2018,08,04,06,33.9
2018,08,04,07,42.2
2018,08,04,08,46.4
2018,08,04,09,54.4
2018,08,04,10,55.9
2018,08,04,11,55.2
2018,08,04,12,57.4
2018,08,04,13,59.0
2018,08,04,14,58.7
2018,08,04,15,54.7
2018,08,04,16,52.2
2018,08,04,17,49.7
2018,08,04,18,53.8
2018,08,04,19,50.3
2018,08,04,20,50.1
2018,08,04,21,52.4
2018,08,04,22,53.4
2018,08,04,23,51.8
2018,08,05,00,54.2
2018,08,05,01,53.4
2018,08,05,02,54.4
2018,08,05,03,53.3
2018,08,05,04,51.2
2018,08,05,05,40.3
2018,08,05,06,35.8
2018,08,05,07,44.5
2018,08,05,08,54.5
2018,08,05,09,60.3
2018,08,05,10,63.1
2018,08,05,11,66.4
2018,08,05,12,66.9
2018,08,05,13,67.1
2018,08,05,14,65.5
2018,08,05,15,63.4
2018,08,05,16,60.3
2018,08,05,17,63.3
2018,08,05,18,59.2
2018,08,05,19,60.8
2018,08,05,20,58.6
2018,08,05,21,42.7
2018,08,05,22,42.1
2018,08,05,23,46.2
2018,08,06,00,47.6
2018,08,06,01,50.3
2018,08,06,02,47.2
2018,08,06,03,47.4
2018,08,06,04,44.6
2018,08,06,05,36.4
2018,08,06,06,25.6
2018,08,06,07,19.0
2018,08,06,08,16.9
2018,08,06,09,27.5
2018,08,06,10,51.7
2018,08,06,11,71.1
2018,08,06,12,65.2
2018,08,06,13,87.1
2018,08,06,14,107.0
2018,08,06,15,107.1
2018,08,06,16,99.2
2018,08,06,17,82.3
2018,08,06,18,71.8
2018,08,06,19,88.4
2018,08,06,20,87.5
2018,08,06,21,84.8
2018,08,06,22,77.0
2018,08,06,23,58.8
2018,08,07,00,46.2
2018,08,07,01,50.3
2018,08,07,02,54.8
2018,08,07,03,46.0
2018,08,07,04,36.7
2018,08,07,05,34.8
2018,08,07,06,38.6
2018,08,07,07,34.3
2018,08,07,08,20.4
2018,08,07,09,29.3
2018,08,07,10,73.4
2018,08,07,11,77.5
2018,08,07,15,93.2
2018,08,07,16,120.1
2018,08,07,17,88.0
2018,08,07,18,77.5
2018,08,07,19,40.0
2018,08,07,20,7.7
2018,08,07,21,19.6
2018,08,07,22,60.6
2018,08,07,23,65.4
2018,08,08,00,57.5
2018,08,08,01,56.8
2018,08,08,02,57.0
2018,08,08,03,45.0
2018,08,08,04,52.1
2018,08,08,05,48.0
2018,08,08,07,49.8
2018,08,08,08,40.9
2018,08,08,09,30.9
2018,08,08,10,32.9
2018,08,08,11,41.9
2018,08,08,12,33.7
2018,08,08,13,36.8
2018,08,08,14,35.4
2018,08,08,15,42.0
2018,08,08,16,64.2
2018,08,08,17,63.0
2018,08,08,18,61.3
2018,08,08,19,51.9
2018,08,08,20,36.5
2018,08,08,21,44.6
2018,08,08,22,48.5
2018,08,08,23,46.9
2018,08,09,00,34.1
2018,08,09,01,28.4
2018,08,09,02,29.8
2018,08,09,03,22.7
2018,08,09,04,10.8
2018,08,09,05,5.0
2018,08,09,06,6.0
2018,08,09,07,8.3
2018,08,09,08,16.2
2018,08,09,09,36.4
2018,08,09,10,56.0
2018,08,09,11,57.3
2018,08,09,12,49.6
2018,08,09,13,42.0
2018,08,09,14,46.9
2018,08,09,15,53.2
2018,08,09,16,52.5
2018,08,09,17,40.5
2018,08,09,18,52.6
2018,08,09,19,57.5
2018,08,09,20,62.3
2018,08,09,21,50.2
2018,08,09,22,60.2
2018,08,09,23,54.7
2018,08,10,00,62.0
2018,08,10,01,64.3
2018,08,10,02,50.5
2018,08,10,03,47.0
2018,08,10,04,38.6
2018,08,10,05,30.9
2018,08,10,06,35.6
2018,08,10,07,35.0
2018,08,10,08,43.6
2018,08,10,09,51.1
2018,08,10,10,51.0
2018,08,10,11,51.8
2018,08,10,12,61.5
2018,08,10,13,60.5
2018,08,10,14,62.3
2018,08,10,15,52.3
2018,08,10,16,50.3
2018,08,10,17,52.8
2018,08,10,18,43.6
2018,08,10,19,37.7
2018,08,10,20,39.2
2018,08,10,21,39.1
2018,08,10,22,45.9
2018,08,10,23,50.7
2018,08,11,00,50.3
2018,08,11,01,52.7
2018,08,11,02,56.6
2018,08,11,03,48.3
2018,08,11,04,51.9
2018,08,11,05,45.6
2018,08,11,06,40.1
2018,08,11,07,43.4
2018,08,11,08,49.9
2018,08,11,09,52.6
2018,08,11,10,53.9
2018,08,11,11,57.3
2018,08,11,12,57.5
2018,08,11,13,60.4
2018,08,11,14,59.2
2018,08,11,15,59.5
2018,08,11,16,60.4
2018,08,11,17,59.8
2018,08,11,18,47.9
2018,08,11,19,38.2
2018,08,11,20,39.6
2018,08,11,21,56.1
2018,08,11,22,50.6
2018,08,11,23,56.5
2018,08,12,00,56.4
2018,08,12,01,49.0
2018,08,12,02,41.0
2018,08,12,03,26.4
2018,08,12,04,22.3
2018,08,12,05,22.9
2018,08,12,06,22.1
2018,08,12,07,22.3
2018,08,12,08,36.6
2018,08,12,09,47.4
2018,08,12,10,58.7
2018,08,12,11,52.1
2018,08,12,12,68.5
2018,08,12,13,70.1
2018,08,12,14,66.6
2018,08,12,15,69.6
2018,08,12,16,66.6
2018,08,12,17,60.4
2018,08,12,18,45.7
2018,08,12,19,25.8
2018,08,12,20,36.6
2018,08,12,21,61.9
2018,08,12,22,54.7
2018,08,12,23,59.2
2018,08,13,00,59.3
2018,08,13,01,59.3
2018,08,13,02,49.1
2018,08,13,03,45.3
2018,08,13,04,48.4
2018,08,13,05,41.5
2018,08,13,06,6.1
2018,08,13,07,19.7
2018,08,13,08,39.3
2018,08,13,09,40.7
2018,08,13,10,43.4
2018,08,13,11,47.7
2018,08,13,12,34.7
2018,08,13,13,29.1
2018,08,13,14,46.4
2018,08,13,15,42.7
2018,08,13,16,51.7
2018,08,13,17,55.5
2018,08,13,18,57.3
2018,08,13,19,51.7
2018,08,13,20,36.6
2018,08,13,21,39.5
2018,08,13,22,37.3
2018,08,13,23,27.5
2018,08,14,00,35.1
2018,08,14,01,41.0
2018,08,14,02,43.2
2018,08,14,03,48.0
2018,08,14,04,53.5
2018,08,14,05,55.1
2018,08,14,06,57.1
2018,08,14,07,59.0
2018,08,14,08,60.9
2018,08,14,09,63.9
2018,08,14,10,61.7
2018,08,14,11,62.3
2018,08,14,12,55.6
2018,08,14,13,48.5
2018,08,14,14,38.3
2018,08,14,15,35.8
2018,08,14,16,38.4
2018,08,14,17,59.7
2018,08,14,18,46.4
2018,08,14,19,45.4
2018,08,14,20,31.7
2018,08,14,21,24.8
2018,08,14,22,29.4
2018,08,14,23,33.1
2018,08,15,00,33.0
2018,08,15,01,24.5
2018,08,15,02,23.3
2018,08,15,03,20.5
2018,08,15,04,24.5
2018,08,15,05,22.2
2018,08,15,06,16.4
2018,08,15,07,21.6
2018,08,15,08,33.7
2018,08,15,09,29.6
2018,08,15,10,38.9
2018,08,15,11,42.6
2018,08,15,12,41.6
2018,08,15,13,41.3
2018,08,15,14,42.9
2018,08,15,15,34.0
2018,08,15,16,38.6
2018,08,15,17,46.9
2018,08,15,18,54.9
2018,08,15,19,40.7
2018,08,15,20,43.3
2018,08,15,21,37.4
2018,08,15,22,36.2
2018,08,15,23,30.1
2018,08,16,00,35.1
2018,08,16,01,35.2
2018,08,16,02,32.2
2018,08,16,03,33.7
2018,08,16,04,34.7
2018,08,16,05,25.0
2018,08,16,06,27.7
2018,08,16,07,29.8
2018,08,16,08,32.3
2018,08,16,09,28.7
2018,08,16,10,21.7
2018,08,16,11,30.1
2018,08,16,12,34.6
2018,08,16,13,45.6
2018,08,16,14,47.6
2018,08,16,15,44.1
2018,08,16,16,54.5
2018,08,16,17,56.4
2018,08,16,18,51.3
2018,08,16,19,39.7
2018,08,16,20,25.7
2018,08,16,21,33.0
2018,08,16,22,36.2
2018,08,16,23,33.8
2018,08,17,00,40.4
2018,08,17,01,48.4
2018,08,17,02,46.1
2018,08,17,03,46.8
2018,08,17,04,42.6
2018,08,17,05,35.6
2018,08,17,06,26.2
2018,08,17,07,28.1
2018,08,17,08,36.5
2018,08,17,09,38.0
2018,08,17,10,38.9
2018,08,17,11,39.5
2018,08,17,12,39.6
2018,08,17,13,42.5
2018,08,17,14,48.8
2018,08,17,15,47.8
2018,08,17,16,53.4
2018,08,17,17,48.5
2018,08,17,18,47.1
2018,08,17,19,46.3
2018,08,17,20,41.3
2018,08,17,21,32.6
2018,08,17,22,32.4
2018,08,17,23,33.6
2018,08,18,00,31.7
2018,08,18,01,28.3
2018,08,18,02,22.6
2018,08,18,03,19.4
2018,08,18,04,15.1
2018,08,18,05,15.4
2018,08,18,06,16.3
2018,08,18,07,12.9
2018,08,18,08,23.6
2018,08,18,09,40.3
2018,08,18,10,42.5
2018,08,18,11,46.2
2018,08,18,12,43.0
2018,08,18,13,47.1
2018,08,18,14,47.6
2018,08,18,15,45.4
2018,08,18,16,46.1
2018,08,18,17,41.3
2018,08,18,18,34.5
2018,08,18,19,33.2
2018,08,18,20,27.4
2018,08,18,21,29.0
2018,08,18,22,32.4
2018,08,18,23,32.4
2018,08,19,00,28.9
2018,08,19,01,29.4
2018,08,19,02,27.9
2018,08,19,03,28.2
2018,08,19,04,26.8
2018,08,19,05,28.1
2018,08,19,06,25.9
2018,08,19,07,19.7
2018,08,19,08,21.4
2018,08,19,09,22.3
2018,08,19,10,26.1
2018,08,19,11,33.0
2018,08,19,12,38.4
2018,08,19,13,39.7
2018,08,19,14,44.7
2018,08,19,15,47.0
2018,08,19,16,40.9
2018,08,19,17,35.1
2018,08,19,18,33.0
2018,08,19,19,30.8
2018,08,19,20,27.6
2018,08,19,21,26.8
2018,08,19,22,29.5
2018,08,19,23,24.9
2018,08,20,00,22.0
2018,08,20,01,20.6
2018,08,20,02,16.0
2018,08,20,03,16.3
2018,08,20,04,18.3
2018,08,20,05,22.1
2018,08,20,06,27.7
2018,08,20,07,35.9
2018,08,20,08,41.3
2018,08,20,09,41.3
2018,08,20,10,42.4
2018,08,20,11,46.3
2018,08,20,12,47.8
2018,08,20,13,47.6
2018,08,20,14,50.4
2018,08,20,15,51.3
2018,08,20,16,50.9
2018,08,20,17,49.7
2018,08,20,18,50.2
2018,08,20,19,48.5
2018,08,20,20,47.6
2018,08,20,21,47.3
2018,08,20,22,44.5
2018,08,20,23,35.0
2018,08,21,00,37.4
2018,08,21,01,34.9
2018,08,21,02,27.0
2018,08,21,03,19.3
2018,08,21,04,14.4
2018,08,21,05,3.1
2018,08,21,06,8.4
2018,08,21,07,12.3
2018,08,21,08,13.6
2018,08,21,09,16.9
2018,08,21,10,16.7
2018,08,21,11,22.3
2018,08,21,12,27.0
2018,08,21,13,29.4
2018,08,21,14,50.5
2018,08,21,15,48.4
2018,08,21,16,40.4
2018,08,21,17,43.2
2018,08,21,18,41.4
2018,08,21,19,38.0
2018,08,21,20,27.5
2018,08,21,21,8.3
2018,08,21,22,6.2
2018,08,21,23,11.9
2018,08,22,00,8.7
2018,08,22,01,6.8
2018,08,22,02,6.8
2018,08,22,03,10.3
2018,08,22,04,14.4
2018,08,22,05,22.0
2018,08,22,06,14.2
2018,08,22,07,24.6
2018,08,22,08,32.0
2018,08,22,09,33.1
2018,08,22,10,40.0
2018,08,22,11,44.4
2018,08,22,12,56.9
2018,08,22,13,50.3
2018,08,22,14,43.9
2018,08,22,15,52.0
2018,08,22,16,49.1
2018,08,22,17,42.4
2018,08,22,18,52.6
2018,08,22,19,46.1
2018,08,22,20,28.4
2018,08,22,21,32.5
2018,08,22,22,31.4
2018,08,22,23,36.3
2018,08,23,00,34.2
2018,08,23,01,21.2
2018,08,23,02,10.9
2018,08,23,03,18.2
2018,08,23,04,17.0
2018,08,23,05,15.8
2018,08,23,06,18.6
2018,08,23,07,18.6
2018,08,23,08,18.8
2018,08,23,09,20.6
2018,08,23,10,24.6
2018,08,23,11,24.4
2018,08,23,12,28.2
2018,08,23,13,36.8
2018,08,23,14,35.8
2018,08,23,15,31.3
2018,08,23,16,32.4
2018,08,23,17,26.1
2018,08,23,18,26.4
2018,08,23,19,29.5
2018,08,23,20,36.5
2018,08,23,21,39.9
2018,08,23,22,36.6
2018,08,23,23,17.6
2018,08,24,00,27.5
2018,08,24,01,30.2
2018,08,24,02,36.9
2018,08,24,03,42.9
2018,08,24,04,51.1
2018,08,24,05,45.1
2018,08,24,06,43.7
2018,08,24,07,39.6
2018,08,24,08,37.8
2018,08,24,09,40.7
2018,08,24,10,43.4
2018,08,24,11,45.9
2018,08,24,12,47.6
2018,08,24,13,48.8
2018,08,24,14,48.7
2018,08,24,15,44.3
2018,08,24,16,50.3
2018,08,24,17,46.4
2018,08,24,18,46.0
2018,08,24,19,42.1
2018,08,24,20,48.1
2018,08,24,21,56.8
2018,08,24,22,37.2
2018,08,24,23,40.4
2018,08,25,00,48.7
2018,08,25,01,48.4
2018,08,25,02,31.8
2018,08,25,03,27.1
2018,08,25,04,58.5
2018,08,25,05,59.4
2018,08,25,06,52.8
2018,08,25,07,38.9
2018,08,25,08,47.5
2018,08,25,09,50.2
2018,08,25,10,51.3
2018,08,25,11,58.4
2018,08,25,12,59.5
2018,08,25,13,53.2
2018,08,25,14,48.0
2018,08,25,15,50.7
2018,08,25,16,60.0
2018,08,25,17,60.2
2018,08,25,18,60.7
2018,08,25,19,61.4
2018,08,25,20,59.8
2018,08,25,21,59.0
2018,08,25,22,58.8
2018,08,25,23,60.9
2018,08,26,00,64.0
2018,08,26,01,63.7
2018,08,26,02,63.3
2018,08,26,03,48.8
2018,08,26,04,27.7
2018,08,26,05,30.6
2018,08,26,06,25.3
2018,08,26,07,20.9
2018,08,26,08,29.4
2018,08,26,09,35.4
2018,08,26,10,40.2
2018,08,26,11,43.8
2018,08,26,12,52.8
2018,08,26,13,54.4
2018,08,26,14,55.1
2018,08,26,15,49.4
2018,08,26,16,46.4
2018,08,26,17,48.3
2018,08,26,18,46.0
2018,08,26,19,54.0
2018,08,26,20,55.0
2018,08,26,21,53.5
2018,08,26,22,52.0
2018,08,26,23,49.1
2018,08,27,00,39.4
2018,08,27,01,38.4
2018,08,27,02,30.0
2018,08,27,03,27.8
2018,08,27,04,25.0
2018,08,27,05,23.4
2018,08,27,06,23.7
2018,08,27,07,26.7
2018,08,27,08,31.1
2018,08,27,09,34.7
2018,08,27,10,34.8
2018,08,27,11,44.8
2018,08,27,12,45.3
2018,08,27,13,48.2
2018,08,27,14,50.3
2018,08,27,15,46.6
2018,08,27,16,40.5
2018,08,27,17,41.2
2018,08,27,18,48.8
2018,08,27,19,34.8
2018,08,27,20,28.5
2018,08,27,21,29.1
2018,08,27,22,31.3
2018,08,27,23,25.1
2018,08,28,00,26.2
2018,08,28,01,29.5
2018,08,28,02,23.0
2018,08,28,03,31.6
2018,08,28,04,31.3
2018,08,28,05,9.3
2018,08,28,06,8.0
2018,08,28,07,9.4
2018,08,28,08,10.9
2018,08,28,09,18.8
2018,08,28,10,40.9
2018,08,28,11,49.5
2018,08,28,12,49.4
2018,08,28,13,48.4
2018,08,28,14,36.9
2018,08,28,15,34.8
2018,08,28,16,33.2
2018,08,28,17,36.0
2018,08,28,18,35.9
2018,08,28,19,24.0
2018,08,28,20,10.4
2018,08,28,21,0.6
2018,08,28,22,0.3
2018,08,28,23,5.5
2018,08,29,00,9.2
2018,08,29,01,13.8
2018,08,29,02,9.9
2018,08,29,03,2.6
2018,08,29,04,4.2
2018,08,29,05,4.1
2018,08,29,06,1.8
2018,08,29,07,2.5
2018,08,29,08,3.9
2018,08,29,09,14.8
2018,08,29,10,17.9
2018,08,29,11,47.2
2018,08,29,12,44.0
2018,08,29,13,51.2
2018,08,29,14,60.2
2018,08,29,15,62.0
2018,08,29,16,64.2
2018,08,29,17,60.6
2018,08,29,18,60.3
2018,08,29,19,73.0
2018,08,29,20,68.9
2018,08,29,21,62.3
2018,08,29,22,56.2
2018,08,29,23,52.1
2018,08,30,00,53.9
2018,08,30,01,56.6
2018,08,30,02,53.4
2018,08,30,03,51.6
2018,08,30,04,52.0
2018,08,30,05,52.6
2018,08,30,06,52.1
2018,08,30,07,50.9
2018,08,30,08,51.4
2018,08,30,09,50.9
2018,08,30,10,54.8
2018,08,30,11,54.6
2018,08,30,12,56.0
2018,08,30,13,58.7
2018,08,30,14,58.6
2018,08,30,15,58.9
2018,08,30,16,60.3
2018,08,30,17,58.4
2018,08,30,18,55.2
2018,08,30,19,51.5
2018,08,30,20,50.0
2018,08,30,21,44.4
2018,08,30,22,24.3
2018,08,30,23,17.5
2018,09,01,00,35.6
2018,09,01,01,42.2
2018,09,01,02,36.4
2018,09,01,03,28.9
2018,09,01,04,6.3
2018,09,01,05,6.2
2018,09,01,06,4.0
2018,09,01,07,5.5
2018,09,01,08,6.6
2018,09,01,09,33.5
2018,09,01,10,30.9
2018,09,01,11,46.9
2018,09,01,12,56.5
2018,09,01,13,65.1
2018,09,01,14,65.8
2018,09,01,15,71.7
2018,09,01,16,76.8
2018,09,01,17,78.6
2018,09,01,18,81.9
2018,09,01,19,81.9
2018,09,01,20,64.7
2018,09,01,21,50.6
2018,09,01,22,30.7
2018,09,01,23,31.1
2018,09,02,00,35.9
2018,09,02,01,32.3
2018,09,02,02,31.9
2018,09,02,03,34.4
2018,09,02,04,31.7
2018,09,02,05,30.7
2018,09,02,06,7.4
2018,09,02,07,22.1
2018,09,02,08,37.7
2018,09,02,09,38.8
2018,09,02,10,50.8
2018,09,02,11,60.7
2018,09,02,12,67.3
2018,09,02,13,78.5
2018,09,02,14,89.9
2018,09,02,15,80.2
2018,09,02,16,82.3
2018,09,02,17,83.6
2018,09,02,18,81.9
2018,09,02,19,74.8
2018,09,02,20,59.7
2018,09,02,21,57.9
2018,09,02,22,57.5
2018,09,02,23,54.6
2018,09,03,00,55.0
2018,09,03,01,57.7
2018,09,03,02,55.5
2018,09,03,03,49.8
2018,09,03,04,36.5
2018,09,03,05,41.5
2018,09,03,06,46.5
2018,09,03,07,43.2
2018,09,03,08,50.5
2018,09,03,09,53.1
2018,09,03,10,50.4
2018,09,03,11,48.1
2018,09,03,12,50.0
2018,09,03,13,50.9
2018,09,03,14,48.7
2018,09,03,15,48.7
2018,09,03,16,45.3
2018,09,03,17,51.2
2018,09,03,18,57.1
2018,09,03,19,55.2
2018,09,03,20,54.3
2018,09,03,21,60.4
2018,09,03,22,60.6
2018,09,03,23,64.0
2018,09,04,00,58.6
2018,09,04,01,53.8
2018,09,04,02,46.7
2018,09,04,03,50.4
2018,09,04,04,50.1
2018,09,04,05,51.3
2018,09,04,06,47.9
2018,09,04,07,45.6
2018,09,04,08,46.1
2018,09,04,09,47.5
2018,09,04,10,40.9
2018,09,04,11,45.7
2018,09,04,12,47.8
2018,09,04,13,51.4
2018,09,04,14,51.7
2018,09,04,15,56.8
2018,09,04,16,56.5
2018,09,04,17,51.1
2018,09,04,18,50.5
2018,09,04,19,50.0
2018,09,04,20,48.7
2018,09,04,21,41.5
2018,09,04,22,42.6
2018,09,04,23,41.1
2018,09,05,00,55.9
2018,09,05,01,48.4
2018,09,05,02,36.8
2018,09,05,03,32.0
2018,09,05,04,32.9
2018,09,05,05,32.3
2018,09,05,06,29.0
2018,09,05,07,29.9
2018,09,05,08,48.6
2018,09,05,09,58.1
2018,09,05,12,67.4
2018,09,05,15,93.8
2018,09,05,16,90.4
2018,09,05,17,69.0
2018,09,05,18,53.8
2018,09,05,19,51.2
2018,09,05,20,67.7
2018,09,05,21,85.2
2018,09,05,22,76.8
2018,09,05,23,68.4
2018,09,06,00,77.8
2018,09,06,01,68.6
2018,09,06,02,83.5
2018,09,06,03,81.7
2018,09,06,04,91.0
2018,09,06,05,88.4
2018,09,06,06,89.8
2018,09,06,08,100.4
2018,09,06,11,97.1
2018,09,06,12,94.0
2018,09,06,13,83.5
2018,09,06,14,80.3
2018,09,06,15,79.7
2018,09,06,16,78.6
2018,09,06,17,77.1
2018,09,06,18,78.0
2018,09,06,19,75.8
2018,09,06,20,75.7
2018,09,06,21,73.8
2018,09,06,22,64.0
2018,09,06,23,39.5
2018,09,07,00,63.6
2018,09,07,01,65.1
2018,09,07,02,51.7
2018,09,07,03,55.2
2018,09,07,04,57.7
2018,09,07,05,57.2
2018,09,07,06,51.4
2018,09,07,07,46.3
2018,09,07,08,50.8
2018,09,07,09,52.1
2018,09,07,10,54.4
2018,09,07,11,57.8
2018,09,07,12,60.9
2018,09,07,13,62.8
2018,09,07,14,57.7
2018,09,07,15,54.4
2018,09,07,16,60.4
2018,09,07,17,50.2
2018,09,07,18,40.0
2018,09,07,19,49.9
2018,09,07,20,49.3
2018,09,07,21,47.4
2018,09,07,22,47.9
2018,09,07,23,54.5
2018,09,08,00,57.6
2018,09,08,01,48.1
2018,09,08,02,49.4
2018,09,08,03,50.2
2018,09,08,04,36.0
2018,09,08,05,31.4
2018,09,08,06,31.8
2018,09,08,07,30.7
2018,09,08,08,33.7
2018,09,08,09,38.4
2018,09,08,10,51.1
2018,09,08,11,64.4
2018,09,08,12,63.0
2018,09,08,13,62.8
2018,09,08,14,59.8
2018,09,08,15,57.5
2018,09,08,16,60.5
2018,09,08,17,55.0
2018,09,08,18,52.0
2018,09,08,19,47.6
2018,09,08,20,40.7
2018,09,08,21,50.4
2018,09,08,22,43.9
2018,09,08,23,42.9
2018,09,09,00,44.5
2018,09,09,01,42.2
2018,09,09,02,48.0
2018,09,09,03,47.1
2018,09,09,04,40.3
2018,09,09,05,34.8
2018,09,09,06,36.0
2018,09,09,07,34.9
2018,09,09,08,40.1
2018,09,09,09,50.4
2018,09,09,10,56.8
2018,09,09,11,62.1
2018,09,09,12,69.6
2018,09,09,13,79.5
2018,09,09,14,87.7
2018,09,09,15,90.3
2018,09,09,16,90.5
2018,09,09,17,86.0
2018,09,09,18,76.3
2018,09,09,19,54.8
2018,09,09,20,65.5
2018,09,09,21,41.4
2018,09,09,22,44.1
2018,09,09,23,38.2
2018,09,10,00,37.5
2018,09,10,01,30.4
2018,09,10,02,47.7
2018,09,10,03,42.5
2018,09,10,04,39.3
2018,09,10,05,33.8
2018,09,10,06,46.9
2018,09,10,07,51.5
2018,09,10,08,45.4
2018,09,10,09,49.3
2018,09,10,10,53.6
2018,09,10,11,54.1
2018,09,10,12,59.8
2018,09,10,13,61.2
2018,09,10,14,63.3
2018,09,10,15,61.7
2018,09,10,16,63.3
2018,09,10,17,60.0
2018,09,10,18,63.6
2018,09,10,19,59.3
2018,09,10,20,52.5
2018,09,10,21,56.1
2018,09,10,22,59.4
2018,09,10,23,51.6
2018,09,11,00,41.7
2018,09,11,01,51.0
2018,09,11,02,44.5
2018,09,11,03,45.8
2018,09,11,04,40.3
2018,09,11,05,29.3
2018,09,11,06,32.6
2018,09,11,07,28.6
2018,09,11,08,35.8
2018,09,11,09,40.7
2018,09,11,10,52.3
2018,09,11,11,62.3
2018,09,11,12,64.7
2018,09,11,13,67.5
2018,09,11,14,62.9
2018,09,11,15,64.7
2018,09,11,16,64.1
2018,09,11,17,57.1
2018,09,11,18,53.7
2018,09,11,19,47.3
2018,09,11,20,37.4
2018,09,11,21,37.2
2018,09,11,22,33.8
2018,09,11,23,36.5
2018,09,12,00,34.5
2018,09,12,01,32.2
2018,09,12,02,36.8
2018,09,12,03,20.1
2018,09,12,04,18.6
2018,09,12,05,20.5
2018,09,12,06,66.1
2018,09,12,07,59.9
2018,09,12,08,58.2
2018,09,12,09,57.3
2018,09,12,10,54.1
2018,09,12,11,54.4
2018,09,12,12,57.8
2018,09,12,13,63.8
2018,09,12,14,69.6
2018,09,12,15,70.9
2018,09,12,16,71.4
2018,09,12,17,69.5
2018,09,12,18,60.2
2018,09,12,19,56.3
2018,09,12,20,46.3
2018,09,12,21,50.8
2018,09,12,22,52.6
2018,09,12,23,41.7
2018,09,13,00,29.4
2018,09,13,01,28.2
2018,09,13,02,30.6
2018,09,13,03,32.6
2018,09,13,04,26.4
2018,09,13,05,25.4
2018,09,13,06,8.9
2018,09,13,07,8.4
2018,09,13,08,27.4
2018,09,13,09,46.9
2018,09,13,10,59.8
2018,09,13,11,63.8
2018,09,13,12,64.4
2018,09,13,13,73.4
2018,09,13,14,79.7
2018,09,13,15,82.7
2018,09,13,16,83.8
2018,09,13,17,81.7
2018,09,13,18,76.8
2018,09,13,19,63.5
2018,09,13,20,74.3
2018,09,13,21,65.5
2018,09,13,22,9.4
2018,09,13,23,0.7
2018,09,14,00,18.4
2018,09,14,01,12.3
2018,09,14,02,39.4
2018,09,14,03,51.2
2018,09,14,04,48.3
2018,09,14,05,37.8
2018,09,14,06,42.1
2018,09,14,07,41.0
2018,09,14,08,54.4
2018,09,14,09,52.6
2018,09,14,10,54.6
2018,09,14,11,51.1
2018,09,14,12,50.4
2018,09,14,13,62.2
2018,09,14,14,68.6
2018,09,14,15,68.0
2018,09,14,16,71.8
2018,09,14,17,63.7
2018,09,14,18,60.5
2018,09,14,19,48.6
2018,09,14,20,48.7
2018,09,14,21,41.0
2018,09,14,22,45.2
2018,09,14,23,49.2
2018,09,15,00,44.4
2018,09,15,01,45.1
2018,09,15,02,41.2
2018,09,15,03,42.8
2018,09,15,04,43.1
2018,09,15,05,50.2
2018,09,15,06,59.0
2018,09,15,07,58.3
2018,09,15,08,53.9
2018,09,15,09,60.3
2018,09,15,10,54.9
2018,09,15,11,58.3
2018,09,15,12,64.8
2018,09,15,13,57.9
2018,09,15,14,65.7
2018,09,15,15,68.1
2018,09,15,16,72.6
2018,09,15,17,63.5
2018,09,15,18,64.7
2018,09,15,19,65.0
2018,09,15,20,44.6
2018,09,15,21,47.5
2018,09,15,22,40.1
2018,09,15,23,43.3
2018,09,16,00,23.4
2018,09,16,01,17.3
2018,09,16,02,11.3
2018,09,16,03,12.4
2018,09,16,04,5.8
2018,09,16,05,3.5
2018,09,16,06,6.5
2018,09,16,07,24.7
2018,09,16,08,36.6
2018,09,16,09,38.9
2018,09,16,10,47.2
2018,09,16,11,53.1
2018,09,16,12,67.3
2018,09,16,13,75.6
2018,09,16,14,74.8
2018,09,16,15,78.4
2018,09,16,16,76.1
2018,09,16,17,62.6
2018,09,16,18,52.1
2018,09,16,19,62.9
2018,09,16,20,51.4
2018,09,16,21,60.2
2018,09,16,22,42.8
2018,09,16,23,40.3
2018,09,17,00,29.7
2018,09,17,01,26.7
2018,09,17,02,23.3
2018,09,17,03,31.7
2018,09,17,04,39.8
2018,09,17,05,28.7
2018,09,17,06,34.3
2018,09,17,07,32.7
2018,09,17,08,30.8
2018,09,17,09,39.6
2018,09,17,10,49.5
2018,09,17,11,50.6
2018,09,17,12,66.8
2018,09,17,13,85.9
2018,09,17,14,85.6
2018,09,17,15,91.4
2018,09,17,16,80.8
2018,09,17,17,75.7
2018,09,17,18,66.3
2018,09,17,19,60.5
2018,09,17,20,6.3
2018,09,17,21,9.3
2018,09,17,22,6.5
2018,09,17,23,63.7
2018,09,18,00,63.7
2018,09,18,01,68.4
2018,09,18,02,51.3
2018,09,18,03,50.0
2018,09,18,04,42.6
2018,09,18,05,45.1
2018,09,18,06,29.6
2018,09,18,07,57.2
2018,09,18,08,53.8
2018,09,18,09,61.4
2018,09,18,10,60.0
2018,09,18,11,51.5
2018,09,18,12,56.5
2018,09,18,13,64.0
2018,09,18,14,77.9
2018,09,18,15,75.6
2018,09,18,16,68.3
2018,09,18,17,57.1
2018,09,18,18,43.5
2018,09,18,19,44.3
2018,09,18,20,39.8
2018,09,18,21,49.6
2018,09,18,22,43.8
2018,09,18,23,36.4
2018,09,19,00,28.2
2018,09,19,01,31.9
2018,09,19,02,23.8
2018,09,19,03,32.0
2018,09,19,04,23.5
2018,09,19,05,11.9
2018,09,19,06,9.7
2018,09,19,07,16.9
2018,09,19,08,25.6
